,0,1,2,3,4,5,6
0,0.0,42.791,0.0,0.0,1.5,1.5,28.34
1,0.0,42.198,0.0,0.0,1.5,1.5,28.36
2,0.0,41.868,0.0,0.0,1.5,1.5,28.38
3,0.0,41.868,0.0,0.0,1.5,1.5,28.4
4,0.0,42.198,0.0,0.0,1.5,1.5,28.42
5,0.0,42.659,0.0,0.0,1.5,1.5,28.44
6,0.0,40.22,0.0,0.0,1.5,1.5,28.46
7,0.0,41.538,0.0,0.0,1.5,1.5,28.48
8,0.0,41.538,0.0,0.0,1.5,1.5,28.5
9,0.0,41.473,0.0,0.0,1.5,1.5,28.52
10,0.0,41.538,0.0,0.0,1.5,1.5,28.54
11,0.0,41.275,0.0,0.0,1.5,1.5,28.56
12,0.0,41.473,0.0,0.0,1.5,1.5,28.58
13,0.0,41.275,0.0,0.0,1.5,1.5,28.6
14,0.0,41.341,0.0,0.0,1.5,1.5,28.62
15,0.0,41.538,0.0,0.0,1.5,1.5,28.64
16,0.0,41.341,0.0,0.0,1.5,1.5,28.66
17,0.0,41.407,0.0,0.0,1.5,1.5,28.68
18,0.0,41.209,0.0,0.0,1.5,1.5,28.7
19,0.0,41.209,0.0,0.0,1.5,1.5,28.72
20,0.0,41.604,0.0,0.0,1.5,1.5,28.74
21,0.0,41.407,0.0,0.0,1.5,1.5,28.76
22,0.0,41.143,0.0,0.0,1.5,1.5,28.78
23,0.0,41.341,0.0,0.0,1.5,1.5,28.8
24,0.0,41.275,0.0,0.0,1.5,1.5,28.82
25,0.0,41.341,0.0,0.0,1.5,1.5,28.84
26,0.0,41.143,0.0,0.0,1.5,1.5,28.86
27,0.0,41.473,0.0,0.0,1.5,1.5,28.88
28,0.0,41.275,0.0,0.0,1.5,1.5,28.9
29,0.0,41.209,0.0,0.0,1.5,1.5,28.92
30,0.0,41.275,0.0,0.0,1.5,1.5,28.94
31,0.0,41.538,0.0,0.0,1.5,1.5,28.96
32,0.0,41.341,0.0,0.0,1.5,1.5,28.98
33,0.0,41.143,0.0,0.0,1.0,1.0,29.0
34,0.0,41.473,0.0,0.0,1.0,1.0,29.02
35,0.0,41.209,0.0,0.0,1.0,1.0,29.04
36,0.0,41.275,0.0,0.0,1.0,1.0,29.06
37,0.0,41.077,0.0,0.0,1.0,1.0,29.08
38,0.0,40.945,0.0,0.0,1.0,1.0,29.1
39,0.0,40.484,0.0,0.0,1.0,1.0,29.12
40,0.0,40.088,0.0,0.0,1.0,1.0,29.14
41,0.0,39.692,0.0,0.0,1.0,1.0,29.16
42,0.0,39.363,0.0,0.0,1.0,1.0,29.18
43,0.0,38.308,0.0,0.0,1.0,1.0,29.2
44,0.0,37.648,0.0,0.0,1.0,1.0,29.22
45,0.0,36.791,0.0,0.0,1.0,1.0,29.24
46,0.0,35.736,0.0,0.0,1.0,1.0,29.26
47,0.0,34.945,0.0,0.0,1.0,1.0,29.28
48,0.0,33.89,0.0,0.0,1.0,1.0,29.3
49,0.0,32.571,0.0,0.0,1.0,1.0,29.32
50,0.0,31.451,0.0,0.0,1.0,1.0,29.34
51,0.0,29.604,0.0,0.0,1.0,1.0,29.36
52,0.0,28.813,0.0,0.0,1.0,1.0,29.38
53,0.0,27.89,0.0,0.0,1.0,1.0,29.4
54,0.0,26.571,0.0,0.0,1.0,1.0,29.42
55,0.0,25.319,0.0,0.0,1.0,1.0,29.44
56,0.0,24.132,0.0,0.0,1.0,1.0,29.46
57,0.0,23.143,0.0,0.0,1.0,1.0,29.48
