,0,1,2,3,4,5
205,90.0,66.0,1.995,1.812,1.995,0.4
206,90.0,66.0,1.995,1.812,1.995,0.4
207,90.0,66.0,1.995,1.812,1.995,0.4
208,90.0,66.0,1.995,1.812,1.995,0.4
209,90.0,66.0,1.995,1.812,1.995,0.4
210,90.0,66.0,1.995,1.812,1.995,0.4
211,90.0,66.0,1.995,1.812,1.995,0.4
212,90.0,66.0,1.995,1.812,1.995,0.4
213,90.0,66.0,1.995,1.812,1.995,0.4
214,90.0,66.0,1.995,1.812,1.995,0.4
215,90.0,66.0,1.995,1.812,1.995,0.4
216,90.0,66.0,1.995,1.812,1.995,0.4
217,90.0,66.0,1.995,1.812,1.995,0.4
218,90.0,66.0,1.995,1.812,1.995,0.4
219,90.0,65.0,1.995,1.812,1.995,0.4
220,90.0,66.0,1.995,1.812,1.995,0.4
221,90.0,66.0,1.995,1.812,1.995,0.4
222,90.0,66.0,1.995,1.812,1.995,0.4
223,90.0,66.0,1.995,1.812,1.995,0.4
224,90.0,66.0,1.995,1.812,1.995,0.4
225,90.0,66.0,1.995,1.812,1.995,0.4
226,90.0,66.0,1.995,1.812,1.995,0.4
227,90.0,68.0,1.995,1.812,1.995,0.4
228,90.0,66.0,1.995,1.812,1.995,0.4
229,90.0,66.0,1.995,1.812,1.995,0.4
230,90.0,66.0,1.995,1.812,1.995,0.4
231,90.0,66.0,1.995,1.812,1.995,0.4
232,90.0,66.0,1.995,1.812,1.995,0.4
233,90.0,66.0,1.995,1.812,1.995,0.4
234,90.0,66.0,1.995,1.812,1.995,0.4
235,90.0,66.0,1.995,1.812,1.995,0.4
236,90.0,69.0,1.995,1.812,1.995,0.4
237,90.0,66.0,1.995,1.812,1.995,0.4
238,90.0,66.0,1.995,1.812,1.995,0.4
239,90.0,66.0,1.995,1.812,1.995,0.4
240,90.0,66.0,1.995,1.812,1.995,0.4
241,90.0,66.0,1.995,1.812,1.995,0.4
242,90.0,66.0,1.995,1.812,1.995,0.4
243,90.0,66.0,1.995,1.812,1.995,0.4
244,90.0,66.0,1.995,1.812,1.995,0.4
245,90.0,66.0,1.995,1.812,1.995,0.4
246,90.0,68.0,1.995,1.812,1.995,0.4
247,90.0,66.0,1.995,1.812,1.995,0.4
248,90.0,66.0,1.995,1.812,1.995,0.4
249,90.0,66.0,1.995,1.812,1.995,0.4
250,90.0,65.0,1.995,1.812,1.995,0.4
251,90.0,68.0,1.995,1.812,1.995,0.4
252,90.0,66.0,1.995,1.812,1.995,0.4
253,90.0,66.0,1.995,1.812,1.995,0.4
254,90.0,66.0,1.995,1.812,1.995,0.4
255,90.0,65.0,1.995,1.812,1.995,0.4
256,90.0,66.0,1.995,1.812,1.995,0.4
257,90.0,66.0,1.995,1.812,1.995,0.4
258,90.0,66.0,1.995,1.812,1.995,0.4
259,90.0,66.0,1.995,1.812,1.995,0.4
260,90.0,65.0,1.995,1.812,1.995,0.4
261,90.0,65.0,1.995,1.812,1.995,0.4
262,90.0,65.0,1.995,1.812,1.995,0.4
