,0,1,2,3,4,5,6
0,0.0,35.802,0.0,0.0,1.5,1.5,14.16
1,0.0,36.989,0.0,0.0,1.5,1.5,14.18
2,0.0,37.978,0.0,0.0,1.5,1.5,14.2
3,0.0,38.967,0.0,0.0,1.5,1.5,14.22
4,0.0,39.363,0.0,0.0,1.5,1.5,14.24
5,0.0,40.484,0.0,0.0,1.0,1.0,14.26
6,0.0,42.066,0.0,0.0,1.0,1.0,14.28
7,0.0,40.747,0.0,0.0,1.0,1.0,14.3
8,0.0,42.0,0.0,0.0,1.0,1.0,14.32
9,0.0,42.198,0.0,0.0,1.0,1.0,14.34
10,0.0,42.198,0.0,0.0,1.0,1.0,14.36
11,0.0,42.132,0.0,0.0,1.0,1.0,14.38
12,0.0,41.736,0.0,0.0,1.0,1.0,14.4
13,0.0,41.077,0.0,0.0,1.0,1.0,14.42
14,0.0,42.198,0.0,0.0,1.0,1.0,14.44
15,0.0,39.626,0.0,0.0,1.0,1.0,14.46
16,0.0,38.835,0.0,0.0,1.0,1.0,14.48
17,0.0,37.648,0.0,0.0,1.0,1.0,14.5
18,0.0,35.143,0.0,0.0,1.0,1.0,14.52
19,0.0,34.945,0.0,0.0,1.0,1.0,14.54
20,0.0,33.626,0.0,0.0,1.0,1.0,14.56
21,0.0,30.923,0.0,0.0,1.0,1.0,14.58
22,0.0,29.538,0.0,0.0,1.0,1.0,14.6
23,0.0,27.692,0.0,0.0,1.0,1.0,14.62
24,0.0,25.912,0.0,0.0,1.0,1.0,14.64
25,0.0,23.473,0.0,0.0,1.0,1.0,14.66
26,0.0,22.022,0.0,0.0,1.0,1.0,14.68
27,0.0,19.451,0.0,0.0,1.0,1.0,14.7
28,0.0,17.868,0.0,0.0,1.0,1.0,14.72
29,0.0,15.495,0.0,0.0,1.0,1.0,14.74
30,0.0,14.703,0.0,0.0,1.0,1.0,14.76
31,0.0,11.934,0.0,0.0,1.0,1.0,14.78
32,0.0,10.549,0.0,0.0,1.0,1.0,14.8
33,0.0,8.571,0.0,0.0,1.0,1.0,14.82
34,0.0,6.857,0.0,0.0,1.0,1.0,14.84
35,0.0,6.198,0.0,0.0,1.0,1.0,14.86
36,0.0,4.945,0.0,0.0,1.0,1.0,14.88
37,0.0,4.022,0.0,0.0,1.0,1.0,14.9
38,0.0,3.231,0.0,0.0,1.0,1.0,14.92
39,0.0,2.505,0.0,0.0,1.5,1.5,14.94
40,0.0,2.11,0.0,0.0,1.5,1.5,14.96
41,0.0,1.121,0.0,0.0,1.5,1.5,14.98
42,0.0,2.11,0.0,0.0,1.5,1.5,15.0
43,0.0,2.835,0.0,0.0,1.5,1.5,15.02
44,0.0,3.165,0.0,0.0,1.5,1.5,15.04
45,0.0,4.088,0.0,0.0,1.5,1.5,15.06
46,0.0,5.077,0.0,0.0,1.5,1.5,15.08
47,0.0,6.33,0.0,0.0,1.5,1.5,15.1
48,0.0,7.582,0.0,0.0,1.5,1.5,15.12
49,0.0,9.692,0.0,0.0,1.5,1.5,15.14
50,0.0,10.615,0.0,0.0,1.5,1.5,15.16
51,0.0,12.659,0.0,0.0,1.5,1.5,15.18
52,0.0,14.571,0.0,0.0,1.5,1.5,15.2
53,0.0,16.615,0.0,0.0,1.5,1.5,15.22
54,0.0,18.396,0.0,0.0,1.5,1.5,15.24
55,0.0,20.901,0.0,0.0,1.5,1.5,15.26
56,0.0,23.209,0.0,0.0,1.5,1.5,15.28
57,0.0,24.725,0.0,0.0,1.5,1.5,15.3
58,0.0,26.901,0.0,0.0,1.5,1.5,15.32
59,0.0,28.615,0.0,0.0,1.5,1.5,15.34
60,0.0,30.0,0.0,0.0,1.5,1.5,15.36
61,0.0,31.582,0.0,0.0,1.5,1.5,15.38
62,0.0,33.824,0.0,0.0,1.5,1.5,15.4
63,0.0,35.011,0.0,0.0,1.0,1.0,15.42
64,0.0,36.725,0.0,0.0,1.0,1.0,15.44
65,0.0,37.319,0.0,0.0,1.0,1.0,15.46
66,0.0,38.901,0.0,0.0,1.0,1.0,15.48
