,0,1,2,3,4,5,6
0,30.0,30.0,0.0,1.067,0.0,0.0,919.655
1,30.0,30.0,0.0,1.067,0.0,0.0,919.675
2,30.0,30.0,0.0,1.067,0.0,0.0,919.695
3,30.0,30.0,0.0,1.067,0.0,0.0,919.715
4,30.0,31.0,-1.0,1.054,0.0,0.0,919.735
5,30.0,29.0,1.0,1.103,0.0,0.0,919.755
6,30.0,30.0,0.0,1.067,0.0,0.0,919.775
7,30.0,30.0,0.0,1.067,0.0,0.0,919.795
8,30.0,30.0,0.0,1.067,0.0,0.0,919.815
9,30.0,30.0,0.0,1.067,0.0,0.0,919.835
10,30.0,30.0,0.0,1.067,0.0,0.0,919.855
11,30.0,30.0,0.0,1.067,0.0,0.0,919.875
12,30.0,30.0,0.0,1.067,0.0,0.0,919.895
13,30.0,30.0,0.0,1.067,0.0,0.0,919.915
14,30.0,30.0,0.0,1.067,0.0,0.0,919.935
15,30.0,30.0,0.0,1.067,0.0,0.0,919.955
16,30.0,30.0,0.0,1.067,0.0,0.0,919.975
17,30.0,30.0,0.0,1.067,0.0,0.0,919.995
18,30.0,30.0,0.0,1.067,0.0,0.0,920.015
19,30.0,30.0,0.0,1.067,0.0,0.0,920.035
20,30.0,30.0,0.0,1.067,0.0,0.0,920.055
21,30.0,30.0,0.0,1.067,0.0,0.0,920.075
22,30.0,30.0,0.0,1.067,0.0,0.0,920.095
23,30.0,30.0,0.0,1.067,0.0,0.0,920.115
24,30.0,30.0,0.0,1.067,0.0,0.0,920.135
25,30.0,30.0,0.0,1.067,0.0,0.0,920.155
26,30.0,30.0,0.0,1.067,0.0,0.0,920.175
27,30.0,30.0,0.0,1.067,0.0,0.0,920.195
28,30.0,30.0,0.0,1.067,0.0,0.0,920.215
29,30.0,30.0,0.0,1.067,0.0,0.0,920.235
30,30.0,30.0,0.0,1.067,0.0,0.0,920.255
31,30.0,30.0,0.0,1.067,0.0,0.0,920.275
32,30.0,30.0,0.0,1.067,0.0,0.0,920.295
33,30.0,30.0,0.0,1.067,0.0,0.0,920.315
34,30.0,30.0,0.0,1.067,0.0,0.0,920.336
35,30.0,30.0,0.0,1.067,0.0,0.0,920.356
36,30.0,30.0,0.0,1.067,0.0,0.0,920.376
37,30.0,30.0,0.0,1.067,0.0,0.0,920.396
38,30.0,30.0,0.0,1.067,0.0,0.0,920.416
39,30.0,30.0,0.0,1.067,0.0,0.0,920.436
40,30.0,30.0,0.0,1.067,0.0,0.0,920.456
41,30.0,30.0,0.0,1.067,0.0,0.0,920.476
42,30.0,30.0,0.0,1.067,0.0,0.0,920.496
43,30.0,30.0,0.0,1.067,0.0,0.0,920.516
44,30.0,30.0,0.0,1.067,0.0,0.0,920.536
45,30.0,30.0,0.0,1.067,0.0,0.0,920.556
46,30.0,30.0,0.0,1.067,0.0,0.0,920.576
47,30.0,30.0,0.0,1.067,0.0,0.0,920.596
48,30.0,30.0,0.0,1.067,0.0,0.0,920.616
