,0,1,2,3,4,5,6
0,0.0,19.648,0.0,0.0,1.0,1.0,3.44
1,0.0,19.846,0.0,0.0,1.0,1.0,3.46
2,0.0,20.044,0.0,0.0,1.0,1.0,3.48
3,0.0,20.044,0.0,0.0,1.0,1.0,3.5
4,0.0,20.901,0.0,0.0,1.0,1.0,3.52
5,0.0,20.44,0.0,0.0,1.0,1.0,3.54
6,0.0,20.44,0.0,0.0,1.0,1.0,3.56
7,0.0,20.901,0.0,0.0,1.0,1.0,3.58
8,0.0,20.769,0.0,0.0,1.0,1.0,3.6
9,0.0,21.033,0.0,0.0,1.0,1.0,3.62
10,0.0,21.099,0.0,0.0,1.0,1.0,3.64
11,0.0,21.099,0.0,0.0,1.0,1.0,3.66
12,0.0,21.165,0.0,0.0,1.0,1.0,3.68
13,0.0,21.099,0.0,0.0,1.0,1.0,3.7
14,0.0,21.099,0.0,0.0,1.0,1.0,3.72
15,0.0,21.231,0.0,0.0,1.0,1.0,3.74
16,0.0,21.165,0.0,0.0,1.0,1.0,3.76
17,0.0,21.099,0.0,0.0,1.0,1.0,3.78
18,0.0,21.363,0.0,0.0,1.0,1.0,3.8
19,0.0,21.165,0.0,0.0,1.0,1.0,3.82
20,0.0,21.099,0.0,0.0,1.0,1.0,3.84
21,0.0,21.099,0.0,0.0,1.0,1.0,3.86
22,0.0,21.099,0.0,0.0,1.0,1.0,3.88
23,0.0,21.099,0.0,0.0,1.0,1.0,3.9
24,0.0,21.099,0.0,0.0,1.0,1.0,3.92
25,0.0,21.099,0.0,0.0,1.0,1.0,3.94
26,0.0,21.165,0.0,0.0,1.0,1.0,3.96
27,0.0,21.099,0.0,0.0,1.0,1.0,3.98
28,0.0,21.297,0.0,0.0,1.0,1.0,4.0
29,0.0,21.099,0.0,0.0,1.0,1.0,4.02
30,0.0,21.099,0.0,0.0,1.0,1.0,4.04
31,0.0,21.231,0.0,0.0,1.0,1.0,4.06
32,0.0,21.099,0.0,0.0,1.0,1.0,4.08
33,0.0,21.231,0.0,0.0,1.0,1.0,4.1
